Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
679,20,3,4.382026634673881,9.379576689221482,1,1,1,1,0,0,20,2,1,3,3,8,5,1,1,2,0,10,10,4,464.0,2,3,4,3,2,2,5,0.0,5,0.0,2046.0,2046.0,2,4,1,3,7.6236419465115715,0,0,7.6236419465115715,0.0,0.0,2,1,3,1,2,7,4,1,3,4,1.0,3,3.0,834.0,1,2,2,322,82,0,0,0,0,0,7,2009,3,4,12.827992316801751
680,20,3,4.23410650459726,9.204825191288073,1,1,1,1,0,0,6,2,1,3,3,5,5,46,46,2,0,2,1,2,57.0,1,3,2,1,2,1,1,827.0,5,0.0,161.0,988.0,2,2,1,3,6.895682697747868,0,0,6.895682697747868,1.0,0.0,1,0,3,1,1,5,4,0,1,2,44.0,1,2.0,572.0,1,2,2,0,0,0,0,0,0,0,10,2007,2,3,11.763684183317412
681,120,3,3.912023005428146,8.988695696785708,1,0,1,1,0,0,10,2,1,4,3,6,5,30,30,0,0,7,7,1,0.0,1,3,2,2,2,1,2,543.0,1,119.0,261.0,923.0,2,2,1,3,6.827629234502852,0,0,6.827629234502852,0.0,0.0,2,0,2,1,1,5,4,1,1,4,30.0,2,1.0,264.0,1,2,2,80,0,0,0,0,0,0,5,2010,2,3,11.870599909242044
682,50,2,4.007333185232471,8.411832675758411,1,3,0,1,0,0,7,2,1,3,1,5,5,77,9,0,0,10,2,1,0.0,1,3,1,1,2,1,1,182.0,5,0.0,611.0,793.0,2,4,1,3,6.742880635791903,672,0,7.326465613840322,0.0,0.0,1,0,3,1,1,6,4,0,1,2,41.0,1,1.0,281.0,1,2,2,0,0,56,0,0,0,0,7,2009,2,0,11.979385322467598
683,120,3,4.23410650459726,7.967973179662935,1,0,3,1,0,0,17,2,1,3,3,6,5,12,11,0,0,2,1,1,0.0,1,3,4,2,2,2,6,1003.0,5,0.0,288.0,1291.0,2,4,1,3,7.1631723908466425,0,0,7.1631723908466425,1.0,0.0,1,0,2,1,2,6,4,1,3,4,12.0,1,2.0,431.0,1,2,2,307,0,0,0,0,0,0,11,2008,2,3,12.061046873479915
684,20,3,4.499809670330265,9.327945614050446,1,1,1,1,1,0,14,2,1,3,3,9,5,5,5,2,0,10,10,4,215.0,2,3,4,2,2,3,6,1059.0,5,0.0,567.0,1626.0,2,4,1,3,7.419380582918692,0,0,7.419380582918692,1.0,0.0,2,0,3,1,2,7,4,1,1,4,5.0,3,3.0,702.0,1,2,2,257,45,0,0,0,0,0,7,2007,2,3,12.560244459250788
685,60,3,4.060443010546419,9.727346854817254,1,3,1,1,4,0,22,2,1,3,5,7,5,12,12,0,0,10,10,2,30.0,2,3,4,2,2,1,5,0.0,5,0.0,1195.0,1195.0,2,3,1,3,7.085901464365611,644,0,7.516977224604321,0.0,0.0,2,1,4,1,1,7,4,0,1,4,12.0,3,2.0,486.0,1,2,2,0,81,0,0,0,0,0,6,2010,2,3,12.30591798049989
686,160,3,4.23410650459726,8.529516941105069,1,1,1,1,4,0,20,2,1,4,5,7,5,23,23,0,0,6,5,1,0.0,2,3,2,2,2,2,6,828.0,3,182.0,180.0,1190.0,2,3,1,3,7.081708586105575,900,0,7.644919344958857,1.0,0.0,2,0,3,1,2,6,3,1,1,4,23.0,3,2.0,577.0,1,2,2,219,0,0,0,0,0,0,9,2007,2,3,12.24288661865289
687,60,4,4.430816798843313,9.230829038403499,1,0,1,1,0,0,18,2,1,3,5,7,6,0,0,0,0,10,10,1,0.0,2,3,4,2,2,1,5,0.0,5,0.0,874.0,874.0,2,4,1,3,6.773080375655535,887,0,7.473637108496206,0.0,0.0,3,0,3,1,2,7,4,0,1,4,0.0,3,2.0,578.0,1,2,2,144,105,0,0,0,0,0,8,2007,3,4,12.336552511980964
688,160,4,4.23410650459726,8.537975730598767,1,3,1,1,2,0,18,2,1,4,5,7,5,3,3,0,0,4,3,1,0.0,2,3,4,2,2,1,6,239.0,5,0.0,312.0,551.0,2,4,1,3,6.311734809152915,551,0,7.004881989712859,0.0,0.0,2,1,2,1,2,4,4,0,1,2,3.0,1,2.0,480.0,1,2,2,0,60,0,0,0,0,0,3,2007,2,3,11.910358401381128
689,20,3,4.0943445622221,8.998260393017953,1,0,3,1,0,0,20,2,1,3,3,8,6,0,0,0,0,4,3,2,0.0,2,3,4,2,2,3,6,945.0,5,0.0,474.0,1419.0,2,4,1,3,7.257707677160043,0,0,7.257707677160043,1.0,0.0,2,0,2,1,2,7,4,1,3,4,0.0,2,2.0,567.0,1,2,2,140,0,0,0,0,0,0,10,2007,3,4,12.8790171187726
690,120,3,4.110873864173311,8.932872621931374,1,1,1,1,1,0,21,2,1,4,3,6,5,2,1,0,0,10,10,4,256.0,2,3,4,2,2,3,4,20.0,5,0.0,1342.0,1362.0,2,4,1,3,7.216709486709457,0,0,7.216709486709457,0.0,0.0,2,0,2,1,2,6,4,1,3,4,2.0,2,2.0,460.0,1,2,2,192,28,0,0,0,0,0,6,2007,2,3,12.17921519136029
691,120,1,4.23410650459726,8.395251520610994,1,0,1,1,0,0,14,2,1,4,3,6,5,4,4,0,0,10,10,2,147.0,2,3,4,2,2,4,6,697.0,5,0.0,151.0,848.0,2,4,1,3,6.742880635791903,0,0,6.742880635791903,1.0,0.0,1,0,1,1,2,3,4,1,1,4,4.0,2,2.0,420.0,1,2,2,149,0,0,0,0,0,0,5,2008,2,3,11.856515169360305
692,60,3,4.6443908991413725,9.977434797488211,1,1,1,1,1,0,22,2,1,3,5,10,6,13,12,0,1,6,5,2,1170.0,3,3,4,3,2,4,6,1455.0,5,0.0,989.0,2444.0,2,4,1,3,7.8013913202914855,1872,0,8.370084326378025,0.0,1.0,3,1,4,1,3,10,4,2,4,4,13.0,3,3.0,832.0,1,2,2,382,50,0,0,0,0,0,1,2007,2,3,13.534473028231162
693,60,3,3.7376696182833684,10.172674642351664,1,1,1,1,0,1,19,2,1,3,5,7,5,17,16,2,0,4,3,2,293.0,2,3,4,2,2,4,6,965.0,5,0.0,245.0,1210.0,2,4,1,3,7.121252453244542,1281,0,7.831617276352611,1.0,0.0,2,1,4,1,2,9,4,2,3,4,17.0,2,2.0,628.0,1,2,2,320,27,0,0,0,0,0,4,2006,2,3,12.721885810807203
694,30,3,4.0943445622221,8.594154232552366,1,0,1,1,1,2,4,2,1,3,3,5,6,85,38,0,0,4,3,1,0.0,1,3,1,1,2,1,5,0.0,5,0.0,1073.0,1073.0,2,4,1,3,6.9782137426306985,0,0,6.9782137426306985,0.0,0.0,1,0,2,1,1,4,4,0,1,2,38.0,1,1.0,326.0,1,2,2,0,0,112,0,0,0,0,12,2006,2,0,11.594321103174222
695,50,1,3.9318256327243257,8.719317375506371,1,0,1,1,1,0,3,2,1,3,1,5,6,73,59,0,0,2,1,1,0.0,1,0,1,1,2,1,5,0.0,5,0.0,927.0,927.0,2,2,1,3,6.9726062513017535,472,0,7.338888133838879,0.0,0.0,1,1,3,1,1,5,4,0,1,2,14.0,1,2.0,576.0,1,2,2,112,0,0,0,0,0,0,4,2009,2,3,11.86005499606543
696,20,3,3.9889840465642745,9.533220655077928,1,1,1,1,0,0,19,2,1,3,3,6,6,19,19,0,0,6,5,2,72.0,1,3,2,2,3,1,6,980.0,3,40.0,92.0,1112.0,2,3,1,3,7.036148493750536,0,0,7.036148493750536,1.0,0.0,2,0,2,1,2,5,4,1,1,4,19.0,1,2.0,551.0,1,2,2,125,0,0,0,0,0,0,7,2006,2,3,12.078239274020289
697,30,1,3.912023005428146,8.699514748210191,1,0,1,1,0,0,3,2,1,3,3,5,7,85,56,0,0,2,4,1,0.0,1,3,2,1,2,1,3,616.0,5,0.0,0.0,616.0,2,3,1,3,6.423246963533519,0,0,6.423246963533519,0.0,0.0,1,0,2,1,1,4,4,0,1,2,85.0,1,1.0,205.0,1,2,2,0,0,129,0,0,0,0,6,2006,2,3,11.396391648714276
698,20,3,4.04305126783455,8.767173396684006,1,1,1,1,0,0,5,2,1,3,3,5,7,54,54,0,0,2,1,1,0.0,1,3,4,3,3,2,3,210.0,6,551.0,219.0,980.0,2,1,1,2,7.045776576879511,0,0,7.045776576879511,0.0,1.0,1,0,2,1,1,6,4,0,1,2,54.0,1,1.0,308.0,1,2,2,0,0,0,0,0,0,0,9,2006,2,3,11.72399643505017
699,20,3,4.174387269895637,9.041921720351219,1,0,1,1,0,0,6,3,1,3,3,5,8,45,1,0,0,4,3,1,0.0,1,2,2,1,2,1,6,553.0,1,117.0,224.0,894.0,2,4,1,3,6.795705775173514,0,0,6.795705775173514,1.0,0.0,1,0,3,1,1,5,4,1,3,2,37.0,1,1.0,336.0,1,2,2,416,144,0,0,0,0,0,4,2010,2,3,11.83862560460953
700,120,4,4.07753744390572,8.362175469149628,1,3,1,1,0,0,18,2,1,4,3,7,5,4,4,0,0,4,3,1,0.0,2,3,4,2,2,2,6,16.0,5,0.0,1375.0,1391.0,2,4,1,3,7.237778191923443,0,0,7.237778191923443,0.0,0.0,2,0,2,1,2,5,4,0,1,4,4.0,2,2.0,530.0,1,2,2,156,158,0,0,0,0,0,7,2008,2,3,12.185869938212655
701,20,3,4.442651256490317,9.570180302058072,1,0,1,1,0,0,19,2,1,3,3,8,5,4,4,2,0,10,10,2,630.0,2,3,4,3,2,4,6,1274.0,5,0.0,526.0,1800.0,2,4,1,3,7.495541943884256,0,0,7.495541943884256,1.0,0.0,2,0,3,1,2,7,4,1,3,4,4.0,3,3.0,765.0,1,2,2,270,78,0,0,0,0,0,5,2006,2,3,12.652359748158593
702,20,3,4.382026634673881,9.169518377455928,1,0,1,1,0,0,12,2,1,3,3,7,5,37,37,2,0,6,5,2,168.0,1,3,2,1,2,1,5,0.0,5,0.0,1164.0,1164.0,2,2,1,3,7.059617628291383,0,0,7.059617628291383,0.0,0.0,1,1,3,1,1,6,4,0,1,4,37.0,1,2.0,528.0,1,2,2,0,0,0,0,0,0,0,7,2006,0,3,11.84939770159144
703,60,3,4.406719247264253,9.428511581663834,1,1,1,1,0,0,20,2,1,3,5,8,5,0,0,2,0,10,10,2,466.0,3,3,4,3,3,1,5,0.0,5,0.0,1234.0,1234.0,2,4,1,3,7.142036574706803,1312,0,7.853993087224244,0.0,0.0,2,1,4,1,3,10,4,1,3,5,0.0,3,3.0,666.0,1,2,2,324,100,0,0,0,0,0,7,2006,3,4,12.799175708864519
704,190,1,4.330733340286331,8.939843124278502,1,0,1,1,0,0,4,1,1,0,5,5,9,110,14,0,0,2,1,1,0.0,1,2,1,2,2,1,5,0.0,5,0.0,360.0,360.0,2,3,1,3,6.939253946041508,780,0,7.502186486602924,0.0,0.0,2,0,4,2,2,8,4,1,0,2,11.0,1,2.0,672.0,1,2,0,344,0,40,0,0,0,0,5,2010,2,3,11.84939770159144
705,20,3,4.248495242049359,9.035986984831405,1,0,1,1,0,0,14,2,1,3,3,7,5,6,5,0,0,10,10,2,109.0,2,3,4,2,2,3,6,712.0,5,0.0,761.0,1473.0,2,4,1,3,7.302496423727326,0,0,7.302496423727326,1.0,0.0,2,0,3,1,2,7,4,0,1,4,6.0,2,2.0,606.0,1,2,2,0,35,0,144,0,0,0,5,2010,2,3,12.269047444691562
706,190,1,4.248495242049359,8.630521876723241,1,0,1,1,0,0,0,2,1,0,5,4,5,80,60,2,0,10,4,1,0.0,0,0,0,1,2,0,0,0.0,0,0.0,0.0,0.0,2,1,0,3,5.918893854273146,720,0,6.9957661563048505,0.0,0.0,2,0,3,2,0,7,2,0,1,0,1941.0,0,0.0,0.0,1,2,0,0,0,0,0,0,0,3500,7,2010,2,3,10.915088464214607
707,20,3,4.23410650459726,11.653982220886329,1,3,2,1,4,2,17,2,1,3,3,7,5,36,5,0,0,7,7,4,351.0,1,3,2,2,2,4,6,1219.0,5,0.0,424.0,1643.0,2,2,1,3,7.508787170634276,0,0,7.508787170634276,1.0,0.0,2,0,2,1,2,5,4,2,1,4,36.0,1,2.0,739.0,1,2,2,380,48,0,0,0,0,0,6,2007,2,3,12.618182296357007
708,120,3,3.871201010907891,8.738735461363474,1,0,1,1,0,0,21,2,1,4,3,8,5,3,3,2,0,4,3,2,176.0,2,3,4,2,2,1,6,863.0,5,0.0,461.0,1324.0,2,4,1,3,7.188412736496954,0,0,7.188412736496954,1.0,0.0,2,0,2,1,2,6,4,1,3,4,3.0,3,2.0,550.0,1,2,2,192,38,0,0,0,0,0,12,2009,2,3,12.445089546000673
709,60,3,4.174387269895637,9.106977858981029,1,1,1,1,0,0,13,2,1,3,5,7,5,0,0,2,0,10,10,1,0.0,2,3,4,2,2,3,5,0.0,5,0.0,728.0,728.0,2,4,1,3,6.590301048196686,728,0,7.283448228756631,0.0,0.0,2,1,3,1,2,8,4,1,3,4,0.0,3,2.0,400.0,1,2,2,100,24,0,0,0,0,0,7,2007,3,4,12.09815330331068
710,20,3,4.23410650459726,8.876544550558378,1,1,1,1,0,0,6,2,1,3,3,5,7,42,42,0,0,6,5,0,41.0,1,3,4,1,2,1,5,0.0,5,0.0,876.0,876.0,2,2,1,3,6.806829360392176,0,0,6.806829360392176,0.0,0.0,1,0,3,1,1,6,4,0,1,4,42.0,1,1.0,408.0,1,2,2,0,0,0,0,0,0,0,12,2008,2,0,11.607326140391713
711,30,3,4.02535169073515,8.326032685955079,1,1,1,1,0,0,3,2,1,3,3,3,6,73,5,0,0,10,10,1,0.0,2,3,2,1,2,1,5,0.0,5,0.0,270.0,270.0,2,3,1,3,6.591673732008658,0,0,6.591673732008658,0.0,0.0,1,0,2,1,1,5,0,0,1,0,1939.0,0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,7,2008,2,3,10.858998997563564
712,50,0,4.189654742026425,9.072456664612796,1,0,3,1,0,1,0,2,1,3,1,4,7,110,60,0,0,4,3,1,0.0,1,3,3,1,2,2,5,0.0,5,0.0,859.0,859.0,2,3,1,3,6.755768921984255,319,0,7.071573364211532,0.0,0.0,1,0,2,1,1,7,4,0,1,2,46.0,2,1.0,384.0,1,2,0,68,0,98,0,0,0,0,1,2010,2,0,11.540307141711446
713,120,3,3.6888794541139363,8.449128460502108,1,1,3,1,0,0,20,2,1,4,3,8,5,20,19,0,0,6,5,1,0.0,2,3,4,2,2,2,6,767.0,5,0.0,461.0,1228.0,2,3,1,3,7.113142108707088,0,0,7.113142108707088,1.0,0.0,2,0,2,1,2,5,4,1,3,4,20.0,3,2.0,472.0,1,2,2,168,120,0,0,0,0,0,10,2008,2,3,12.14950229404178
714,190,3,4.0943445622221,9.19755903761145,1,0,1,1,0,0,3,4,1,0,3,4,5,36,36,0,0,6,5,2,160.0,1,3,2,1,2,3,4,789.0,5,0.0,171.0,960.0,1,2,0,3,6.866933284461882,0,0,6.866933284461882,1.0,0.0,1,0,3,1,1,6,4,0,1,2,36.0,1,2.0,576.0,1,2,2,0,288,0,0,0,0,0,5,2006,2,3,11.76756768334381
715,60,3,4.23410650459726,9.511703431483827,1,1,1,1,4,0,6,3,1,3,5,6,8,34,5,0,0,6,7,2,289.0,2,3,2,1,2,1,6,533.0,5,0.0,192.0,725.0,2,4,1,3,6.586171654854675,754,0,7.2991214627108,0.0,0.0,2,1,3,1,2,6,4,0,1,4,34.0,2,2.0,475.0,1,2,2,0,44,0,0,0,0,0,3,2010,2,3,11.779128505744886
716,20,3,4.356708826689592,9.224243277145174,1,0,1,1,0,0,12,2,1,3,3,6,5,35,35,2,0,6,5,2,174.0,1,3,2,2,2,1,5,0.0,5,0.0,1064.0,1064.0,2,2,1,3,7.2078598714324755,0,0,7.2078598714324755,0.0,0.0,2,0,3,1,1,7,4,1,1,4,35.0,2,2.0,478.0,1,2,2,0,0,0,0,0,0,0,8,2009,2,3,12.013700752882718
717,70,1,4.0943445622221,9.287301413112312,1,0,0,1,0,0,4,2,1,3,5,7,8,117,9,0,0,2,10,1,0.0,1,2,1,1,2,1,5,0.0,5,0.0,718.0,718.0,2,4,1,3,7.362645270417825,978,0,7.845416036592485,0.0,0.0,1,1,3,1,1,8,4,0,1,2,11.0,1,2.0,704.0,1,2,1,0,48,143,0,0,0,0,7,2007,2,3,11.979799201207037
718,20,3,4.382026634673881,9.210340371976184,1,0,1,1,0,0,12,2,1,3,3,5,6,35,8,0,0,6,5,1,0.0,1,3,2,2,2,1,2,1084.0,5,0.0,92.0,1176.0,2,3,1,3,7.071573364211532,0,0,7.071573364211532,0.0,1.0,1,1,3,1,2,5,4,1,2,4,35.0,1,2.0,439.0,1,2,2,224,0,0,0,0,0,0,11,2008,2,3,11.964001084330445
719,60,3,4.564348191467836,9.263122557415151,1,0,1,1,0,0,22,2,1,3,5,7,5,15,14,2,0,2,6,2,651.0,2,3,4,2,2,4,6,1173.0,5,0.0,138.0,1311.0,2,4,1,3,7.1891677384203225,1093,0,7.790696031174738,1.0,0.0,2,1,3,1,2,9,4,1,1,4,15.0,2,3.0,983.0,1,2,2,250,154,216,0,0,0,0,8,2008,2,3,12.739637756265655
720,20,3,4.23410650459726,9.20230820027892,1,1,1,1,0,0,14,2,1,3,3,5,6,37,37,0,0,6,7,1,0.0,1,3,2,2,2,4,4,523.0,5,0.0,448.0,971.0,2,2,1,3,6.878326468291325,0,0,6.878326468291325,0.0,0.0,1,1,3,1,1,5,4,1,0,4,37.0,1,1.0,300.0,1,2,2,0,0,0,0,0,0,0,5,2006,2,3,11.763684183317412
721,120,3,4.23410650459726,8.789203094473724,1,1,2,1,4,1,20,2,1,3,3,8,5,21,21,0,0,6,5,1,0.0,2,3,4,2,2,4,6,1148.0,5,0.0,594.0,1742.0,2,2,1,3,7.462789157412448,0,0,7.462789157412448,1.0,0.0,2,0,2,1,2,5,4,1,1,4,21.0,2,2.0,564.0,1,2,2,114,28,234,0,0,0,0,12,2006,2,3,12.524526376648708
722,120,1,4.23410650459726,8.395251520610994,1,0,1,1,0,0,14,2,1,4,3,6,5,6,6,0,0,10,10,2,169.0,2,3,4,2,2,3,6,662.0,5,0.0,186.0,848.0,2,4,1,3,6.742880635791903,0,0,6.742880635791903,1.0,0.0,1,0,1,1,2,3,4,0,1,4,6.0,2,2.0,420.0,1,2,2,160,0,0,0,0,0,0,5,2010,2,3,11.870599909242044
723,20,3,4.248495242049359,9.002085433155724,1,0,1,1,0,0,8,2,1,3,3,4,7,39,39,0,0,4,3,1,0.0,1,2,2,1,2,1,4,191.0,5,0.0,673.0,864.0,2,4,1,3,6.761572768804055,0,0,6.761572768804055,0.0,0.0,1,0,3,1,1,5,4,0,1,2,15.0,1,2.0,463.0,1,2,2,0,0,0,0,0,0,0,7,2009,2,3,11.732060994886899
724,50,3,4.0943445622221,9.008468955937513,1,0,1,1,0,0,5,2,1,3,1,4,6,54,36,0,0,4,3,1,0.0,1,3,4,1,2,1,5,0.0,5,0.0,941.0,941.0,2,4,1,3,6.904750769961838,473,0,7.293017679772782,0.0,0.0,2,0,4,1,1,7,4,0,1,2,50.0,1,1.0,548.0,1,2,2,0,0,0,0,156,0,0,5,2008,2,3,11.813030057420567
725,20,3,4.454347296253507,9.494466128225186,1,1,1,1,0,0,5,2,1,3,3,9,5,2,1,2,0,9,9,4,340.0,3,3,4,3,2,1,6,1234.0,5,0.0,464.0,1698.0,2,4,1,3,7.437206366871292,0,0,7.437206366871292,1.0,0.0,2,0,3,1,3,8,4,1,3,4,2.0,3,3.0,768.0,1,2,2,327,64,0,0,0,0,0,2,2009,2,3,12.676076274775909
726,20,3,4.0943445622221,8.847934753328465,1,0,1,1,0,0,8,2,1,3,3,4,6,39,39,0,0,6,7,1,0.0,1,3,2,1,2,1,4,375.0,1,239.0,250.0,864.0,2,2,1,3,6.761572768804055,0,0,6.761572768804055,0.0,0.0,1,0,3,1,2,5,4,0,1,2,20.0,1,2.0,660.0,1,2,2,96,0,0,0,0,0,500,11,2009,2,3,11.699405031912846
727,20,3,4.23410650459726,9.98483709823245,1,1,1,1,1,0,16,2,1,3,3,6,9,21,2,2,0,2,7,2,260.0,2,2,2,2,2,1,6,808.0,5,0.0,72.0,880.0,2,4,1,3,7.426549072397305,0,0,7.426549072397305,1.0,0.0,2,0,3,1,2,5,4,1,3,4,21.0,3,2.0,540.0,1,2,2,292,44,0,182,0,0,0,12,2009,2,3,12.310432660854417
728,20,3,4.1588830833596715,8.897545598709327,1,0,1,1,0,0,14,2,1,3,3,7,5,2,2,0,0,10,10,4,82.0,2,3,4,2,2,3,6,724.0,5,0.0,508.0,1232.0,2,4,1,3,7.116394144093465,0,0,7.116394144093465,1.0,0.0,2,0,2,1,2,6,4,0,1,4,2.0,2,2.0,632.0,1,2,2,132,0,0,0,0,0,0,2,2009,2,3,12.178187442040638
729,90,3,4.442651256490317,9.347926034928745,1,0,1,1,1,0,8,2,1,2,3,5,5,51,51,0,0,10,10,2,95.0,1,3,2,1,2,1,5,0.0,5,0.0,1584.0,1584.0,2,2,1,3,7.4821189235521155,0,0,7.4821189235521155,1.0,0.0,2,0,4,2,1,9,4,0,1,2,41.0,1,3.0,888.0,1,2,2,0,25,0,0,0,0,0,7,2009,0,0,11.608235644774552
730,30,1,3.9512437185814275,8.738735461363474,1,0,1,1,0,0,0,2,1,3,1,4,5,84,59,0,0,4,3,1,0.0,1,3,2,1,2,1,2,152.0,5,0.0,628.0,780.0,2,2,1,2,6.742880635791903,0,360,7.0967213784947605,0.0,0.0,1,0,2,1,1,5,4,0,1,2,47.0,1,2.0,539.0,1,2,2,0,23,112,0,0,0,0,1,2009,2,3,11.542484267211773
731,120,3,3.6635616461296463,8.592115117933497,1,1,1,1,0,0,20,2,1,4,3,8,5,15,14,0,0,9,9,1,0.0,2,3,4,2,2,1,6,1180.0,5,0.0,415.0,1595.0,2,4,1,3,7.38770923908104,0,0,7.38770923908104,1.0,0.0,2,0,2,1,2,5,4,1,1,4,15.0,2,2.0,608.0,1,2,2,237,152,0,0,0,0,0,3,2010,2,3,12.373703486914124
732,80,3,4.290459441148391,9.168476167877484,1,1,1,1,1,0,19,2,1,3,4,7,5,4,4,0,0,10,10,2,442.0,2,3,4,3,2,3,6,786.0,5,0.0,82.0,868.0,2,4,1,3,7.044032897274685,0,0,7.044032897274685,1.0,0.0,2,0,3,1,2,6,4,1,3,4,4.0,3,2.0,438.0,1,2,2,160,22,0,0,0,0,0,5,2007,2,3,12.141534124392603
733,60,3,4.31748811353631,9.341719450032562,1,1,1,1,0,0,14,2,1,3,5,7,5,10,9,0,0,10,10,2,202.0,2,3,4,2,2,3,4,252.0,5,0.0,901.0,1153.0,2,4,1,3,7.050122520269059,878,0,7.616283561580385,0.0,0.0,2,1,3,1,2,8,4,1,1,4,10.0,3,2.0,541.0,1,2,2,192,84,0,0,0,0,0,7,2008,2,3,12.312682380588432
734,20,3,4.382026634673881,9.210340371976184,1,0,1,1,1,0,6,1,1,3,3,5,6,48,26,2,0,6,5,1,0.0,1,3,2,1,2,1,2,594.0,5,0.0,270.0,864.0,2,4,1,3,7.042286171939743,0,0,7.042286171939743,1.0,0.0,1,0,3,1,1,6,4,1,1,4,48.0,2,1.0,264.0,1,2,2,165,0,0,0,0,0,400,3,2009,2,3,11.786001385032646
735,20,3,4.23410650459726,9.102532419341877,1,1,1,1,1,0,6,2,1,3,3,5,5,39,39,0,0,7,7,1,0.0,1,3,4,1,2,1,5,0.0,5,0.0,948.0,948.0,2,2,1,3,6.854354502255021,0,0,6.854354502255021,0.0,0.0,1,0,3,1,1,6,4,0,1,4,39.0,1,1.0,300.0,1,2,2,147,0,0,0,0,0,0,5,2007,2,2,11.589886506106357
736,75,1,4.0943445622221,9.287301413112312,1,0,1,1,0,0,4,2,1,3,2,7,7,92,36,0,0,2,1,1,0.0,1,3,1,2,2,2,1,390.0,5,0.0,490.0,880.0,1,1,0,3,6.779921907472252,888,0,7.477604243197589,0.0,0.0,1,1,2,1,1,6,4,2,1,2,92.0,1,2.0,320.0,1,2,0,0,341,0,0,0,0,0,10,2006,2,3,12.0015054797889
737,90,3,4.0943445622221,9.052984561199976,1,0,1,1,0,0,8,2,1,2,3,3,4,56,56,0,0,5,6,1,0.0,1,3,2,1,2,0,0,0.0,0,0.0,0.0,0.0,2,3,0,1,6.946975992135418,0,0,6.946975992135418,0.0,0.0,2,0,2,2,1,6,4,0,1,2,57.0,1,2.0,400.0,1,2,2,0,0,0,0,0,0,0,7,2006,2,3,11.44571671527678
738,60,3,4.276666119016055,9.255600503381046,1,1,3,1,4,0,13,2,1,3,5,8,5,1,1,0,0,10,10,1,0.0,2,3,4,2,2,1,5,0.0,5,0.0,893.0,893.0,2,4,1,3,6.803505257608338,900,0,7.496097345175956,0.0,0.0,2,1,3,1,2,8,4,1,3,4,1.0,3,3.0,800.0,1,2,2,0,116,0,0,0,0,0,6,2006,2,3,12.387977448827787
739,90,3,4.0943445622221,9.287301413112312,1,0,1,1,0,0,5,2,1,2,3,5,5,22,21,0,0,7,7,1,0.0,1,3,2,2,3,4,6,1200.0,5,0.0,0.0,1200.0,2,2,1,3,7.090076835776092,0,0,7.090076835776092,3.0,0.0,3,0,3,1,1,5,4,0,1,0,1940.0,0,0.0,0.0,1,2,2,120,0,0,0,0,0,0,3,2009,2,1,12.095141084822892
740,60,3,4.174387269895637,9.139166552521658,1,1,1,1,0,0,14,2,1,3,5,7,5,5,5,0,0,10,10,1,0.0,2,3,4,2,2,1,5,0.0,5,0.0,864.0,864.0,2,4,1,3,6.761572768804055,864,0,7.454719949364001,0.0,0.0,2,1,3,1,2,7,4,0,1,4,5.0,2,2.0,572.0,1,2,2,187,56,0,0,0,0,0,4,2009,2,3,12.154779351142624
741,70,1,4.0943445622221,9.169518377455928,1,0,1,1,0,0,4,2,1,3,5,5,7,97,5,0,0,2,4,1,0.0,1,2,1,0,1,1,5,0.0,5,0.0,264.0,264.0,2,4,1,3,6.643789733147672,664,0,7.266827347520591,0.0,0.0,2,0,2,1,1,7,4,0,1,2,97.0,1,2.0,360.0,1,1,2,270,0,112,0,0,0,0,5,2007,2,0,11.790557201568507
742,20,3,4.174387269895637,8.81996090128606,1,1,1,1,0,0,6,1,1,3,3,6,8,47,12,2,0,6,5,1,0.0,1,2,2,1,2,2,6,832.0,5,0.0,80.0,912.0,2,3,1,3,6.815639990074331,0,0,6.815639990074331,1.0,1.0,1,0,3,1,2,5,4,0,1,2,46.0,1,1.0,288.0,1,2,2,168,0,0,0,0,0,0,5,2008,2,3,11.863582336583399
743,20,3,4.174387269895637,9.041921720351219,1,0,1,1,0,0,10,2,1,3,3,7,5,7,6,0,0,10,10,2,108.0,1,3,4,2,2,1,5,0.0,5,0.0,1349.0,1349.0,2,4,1,3,7.207118856207756,0,0,7.207118856207756,0.0,0.0,2,0,3,1,1,6,4,0,1,4,7.0,1,2.0,539.0,1,2,2,120,55,0,0,0,0,0,12,2007,2,3,12.095141084822892
